slug,name,tagline,image_url,tags,published_date,phase,lnc_score,lnc_slug
forward-protocol,Forward Protocol,Forward Protocol provides blockchain toolkits that connect the value-driven economy. ,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Forward-Protocol.jpg,"Utilities, Developer Tooling",1723339176,mainnet,,
1inch,1inch,One-stop access to decentralized finance,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/1inch.jpg,"Dapp, EVM, Aurora, DeFi",1723339176,mainnet,,
chainport,Chainport,"ChainPort is a unique blockchain bridge with a security-focused architecture. With ChainPort, anyone can port tokens to other blockchains safely and efficiently.",https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Chainport.jpg,"Infrastructure, Bridge",1723339176,mainnet,,
coinbase,Coinbase,The most trusted crypto exchange.,https://indexer.nearcatalog.org/wp-content/uploads/2025/02/Coinbase.jpg,"Other, CEX",1723339175,mainnet,,
nownodes,NOWNodes,Instant access to 65+ RPC nodes for all your Web3 development needs. Get an API key and start building!,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/NOWNodes.jpg,"Infrastructure, Developer Tooling, RPC",1723339175,mainnet,,
saasgo,SaasGo,Web3 SaaS Platform,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/SaasGo.jpg,"Infrastructure, Developer Tooling",1723339175,mainnet,,
gate-io,Gate.io,"Trade over 1,700 cryptocurrencies safely, quickly, and easily.",https://indexer.nearcatalog.org/wp-content/uploads/2025/02/Gate.io.jpg,"Other, CEX",1723339175,mainnet,,
hot-cross,Hot Cross,A Multi-Chain Infra & Web3 Playground,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Hot-Cross.jpg,"Utilities, Developer Tooling",1723339175,inactive,,
chainspot-x-asterizm,Chainspot x Asterizm,Activate your liquidity in 13 chains with a single transaction,https://indexer.nearcatalog.org/wp-content/uploads/2024/12/Chainspot-x-Asterizm.jpg,"Infrastructure, Aurora, Bridge",1723339175,mainnet,,
mises-browser,Mises Browser,"The world’s first fast, secure and  extension-supported   mobile Web3 browser",https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Mises-Browser.jpg,"Infrastructure, EVM, Wallet",1723339175,mainnet,,
obvious,Obvious,"We are building on blockchain to provide easy access of money to anyone, anywhere, anytime. Blockchain is permissionless, fast and secure.",https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Obvious.jpg,"Infrastructure, EVM, Wallet",1723339175,mainnet,,
onramper,OnRamper,Build brilliant fiat to crypto onramp experiences,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/OnRamper.jpg,"Infrastructure, Payment",1723339175,mainnet,,
gas-zip,Gas.zip,"Fastest one-stop gas refuel bridge for over 160+ chains, LayerZero Gas Reloader ",https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Gas.zip.jpg,"Utilities, Developer Tooling",1723339175,mainnet,,
li-fi,Li.Fi,"One API to swap, bridge, and zap across all major blockchains and protocols",https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Li.Fi.jpg,"Infrastructure, Bridge",1723339175,mainnet,,
kucoin,KuCoin,1 Out of 4 Crypto Holders Worldwide Is with KuCoin.,https://indexer.nearcatalog.org/wp-content/uploads/2025/02/KuCoin.jpg,"Other, CEX",1723339174,mainnet,,
tokenproof,Tokenproof,"Empowering brands to connect with their audiences through the power of token-based experiences, both online and IRL. ",https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Tokenproof.jpg,"Dapp, Identity",1723339174,mainnet,,
frax-finance,Frax Finance,The world's most innovative decentralized stablecoins and DeFi stablecoin infrastructure.,https://indexer.nearcatalog.org/wp-content/uploads/2024/11/Frax-Finance.jpg,"Dapp, DeFi, Stablecoin",1710502400,mainnet,,
orally,Orally,Orally - the fully on-chain oracles for secure and reliable decentralized data feeding and automation across multiple chains,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Orally.jpg,"Infrastructure, Indexer",1723339174,mainnet,,
toolbox,Toolbox,"The quickest way to create purpose-built, audited smart-contracts and Dapps for tokenized assets.",https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Toolbox.jpg,"Infrastructure, Developer Tooling",1723339174,mainnet,,
foxwallet,FoxWallet,Your Go-To Web 3 Wallet Leading Multi-Chain Wallet Solution Private & Secure Decentralized & Versatile,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/FoxWallet.jpg,"Infrastructure, EVM, Wallet",1723339174,mainnet,,
zeeve,Zeeve,"Rollup as a Service | Launch Enterprise-grade Rollups with superior UX, Infra &  integrated tools & protocols.",https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Zeeve.jpg,"Utilities, Developer Tooling",1723339174,mainnet,,
xp-network,XP Network,A powerful NFT bridge connecting 30+ EVM and non-EVM blockchains.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/XP-Network.jpg,"Infrastructure, EVM, Aurora, Bridge",1723339173,mainnet,,
purefi,PureFi,The one-stop decentralized compliance protocol for Web3.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/PureFi.jpg,"Ecosystem Support, Compliance, Security",1723339173,mainnet,,
openocean,OpenOcean,The leading DeFi & Cross-Chain Aggregator.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/OpenOcean.jpg,"Infrastructure, DeFi, DEX",1723339173,mainnet,,
blockwallet,Blockwallet,"All-in-one self-custodial Web3 solution supporting Ethereum, BNB Chain, Polygon, and more, ensuring smooth transactions and top-tier security.",https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Blockwallet.jpg,"Infrastructure, EVM, Wallet",1723339173,mainnet,,
hacken,Hacken,Making Web3 a safer place by protecting projects from getting hacked.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Hacken.jpg,"Ecosystem Support, Audit, Security",1723339173,mainnet,,
quidli,Quidli,Share web3 assets as rewards natively in Web 2.0 apps,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Quidli.jpg,"Infrastructure, Payment",1723339172,mainnet,,
instadapp-avocado-wallet,Instadapp (Avocado Wallet),Manage multiple DeFi protocols and positions utilizing a DeFi Smart Account or Avocado Smart Wallet,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Instadapp-Avocado-Wallet.jpg,"Infrastructure, EVM, Wallet",1723339172,mainnet,,
autify-network,Autify Network,Developing a decentralized Supply-chain management and traceability platform. ,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/autify-network.jpg,"Ecosystem Support, Service Provider",1720826088,mainnet,,
build-dao,Build DAO,"Decentralizing the developer community, pushing protocol standards, fostering innovation, and enabling collaboration.",https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/build-dao.jpg,"Ecosystem Support, Developer Support",1720641788,mainnet,,
reclaim-protocol,Reclaim Protocol,Generate verified credentials of any data on the Internet,https://indexer.nearcatalog.org/wp-content/uploads/2024/12/Reclaim-Protocol.jpg,"Infrastructure, Privacy, Zero Knowledge",1720105119,mainnet,5166,reclaim-protocol
jutsu,Jutsu,The fastest way to build and deploy decentralized apps.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Jutsu.jpg,"Ecosystem Support, Community, Education",1716494372,mainnet,,
shitzu,Shitzu,"Introducing $SHITZU, the original meme coin of Aurora, and now available on NEAR mainnet. 100% driven by community effort. #AURORAisNEAR #NEARisNOW • NFA • DYOR",https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Shitzu.jpg,"Dapp, Community, DAO, Memecoin",1700812949,mainnet,,
protocol-pawns,Protocol Pawns,The first fully decentralized chess game,https://indexer.nearcatalog.org/wp-content/uploads/2025/05/Protocol-Pawns.jpg,"Dapp, Game",1709991225,mainnet,,
spear-on-near,SPEAR on NEAR,We unite all the memes! Near Games Hub!,https://indexer.nearcatalog.org/wp-content/uploads/2025/03/SPEAR-on-NEAR.jpg,"Dapp, Game, NFT",1708622229,mainnet,,
idos,idOS,The identity layer of web3.,https://indexer.nearcatalog.org/wp-content/uploads/2024/11/idOS.jpg,"Ecosystem Support, Compliance, Identity, Zero Knowledge",1707959952,mainnet,,
ndc-obamasonictrumpskidanovpolosukhinsonicinuten,$NDC - Obama Sonic Trump Skidanov Polosukhin Sonic Inu Ten,The ObamaSonicTrumpSkidanovPolosukhinSonicInuTen (Ticker:NDC) Project,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/NDC-Obama-Sonic-Trump-Skidanov-Polosukhin-Sonic-Inu-Ten.jpg,"Dapp, Memecoin",1707947097,mainnet,,
dragon-mail,Dragon Mail,Unleash the Year of the Dragon with Lucky Pockets ,https://indexer.nearcatalog.org/wp-content/uploads/2024/10/Dragon-Mail.jpg,"Dapp, Utilities, Loyalty, Productivity Tool",1707742691,inactive,,
magicbuild,MagicBuild,Generate front ends from smart contracts,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/magicbuild.jpg,"Utilities, Developer Tooling",1706735150,still building,,
black-dragon,Black Dragon,$BLACKDRAGON is a second generation meme coin that has emerged from the depths of the NEAR Stack. ,https://indexer.nearcatalog.org/wp-content/uploads/2025/03/Black-Dragon.jpg,"Dapp, Memecoin",1703504183,mainnet,,
unifat,UniFat,An inscription platform based on Near,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/unifat.jpg,"Dapp, Community, Marketplace",1705075185,mainnet,,
near-media,NEAR Media,One of the Media Community at NEAR Protocol,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-media.jpg,"Ecosystem Support, Community",1703504183,mainnet,,
lnc-bug-eye,LNC Bug Eye,"There are over 2,000 LNC members who participate in  BugEye, a community user testing platform for projects from LNC Barrel and other NEAR Ecosystem projects.",https://indexer.nearcatalog.org/wp-content/uploads/2025/04/LNC-Bug-Eye.jpg,"Utilities, Education",1703504182,mainnet,1252,bugeye
akash,Akash,Akash is an open network that lets users buy and sell computing resources securely and efficiently. ,https://indexer.nearcatalog.org/wp-content/uploads/2025/04/Akash.jpg,"Infrastructure, Validator",1700812957,mainnet,,
nstamp,nStamp,nStamp allows users to write on NEAR blockchain encrypted verifiable timestamped proof of their form submission.,https://learnnear.club/wp-content/uploads/2023/09/nstamp-logo.svg,"Utilities, Productivity Tool",1702637278,mainnet,3359,nstamp
near-native,NEAR Native,Russian-speaking NEAR community.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/NEAR-Native.jpg,"Ecosystem Support, Community",1700812969,mainnet,,
npunks,NPunks,The First CryptoPunks NFT on NEAR blockchain.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/NPunks.jpg,"Other, NFT",1700812965,mainnet,,
toorichcity,TooRichCity,Virtual city led by a fictional middle-aged bald man.,https://indexer.nearcatalog.org/wp-content/uploads/2024/11/TooRichCity.jpg,"Dapp, NFT",1700812965,inactive,,
near-korea,Near Korea,"A regional hub of NEAR dedicated to Web3 innovation, business development, education, and talent throughout Korea and APAC.",https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-korea.jpg,"Ecosystem Support, Community, Regional Hub",1700812965,inactive,0,nearkorea
harmonic-guild,Harmonic Guild,Discover the simplicity of building your own NFT economy.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/harmonic-guild.jpg,"Ecosystem Support, Community, Service Provider",1700812965,mainnet,,
near-ukraine-guild,NEAR Ukraine Guild,"A regional hub, a community, fund, a project accelerator, a product lab, and an aggregator of vacancies for developers in NEAR.",https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-ukraine-guild.jpg,"Ecosystem Support, Community, Regional Hub",1700812965,mainnet,,
blocksec,BlockSec," Full-stack blockchain security experts, safeguarding assets and preventing breaches with academic research and industry expertise",https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/blocksec.jpg,"Ecosystem Support, Audit, Security",1700812965,mainnet,,
el-cafe-cartel,El Cafe Cartel,A Web3 Game-Fi NFT Project.,https://indexer.nearcatalog.org/wp-content/uploads/2025/04/El-Cafe-Cartel.jpg,"Dapp, NFT",1700812961,inactive,,
merchants-of-near,Merchants of NEAR,Financial Analysis and Project Evaluation on NEAR Protocol.,https://indexer.nearcatalog.org/wp-content/uploads/2024/12/Merchants-of-NEAR.jpg,"Ecosystem Support, Community",1700812961,mainnet,,
veax,VEAX,The Future of Decentralized Trading.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/veax.jpg,"Dapp, DeFi, DEX",1700812961,mainnet,,
gnosis-safe,Gnosis Safe,Largest smart account ecosystem on the EVM.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Gnosis-Safe.jpg,"Infrastructure, EVM, Wallet",1700812961,mainnet,,
web4-near,Web4.near,"Unstoppable websites on NEAR + IPFS.
Keep your webapp running as long as users care.",https://indexer.nearcatalog.org/wp-content/uploads/2025/03/Web4.near.jpg,"Infrastructure, Developer Tooling, Storage",1742803361,mainnet,,
quicknode,QuickNode,Powering Web3 with industry-leading blockchain infrastructure.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/quicknode.png,"Infrastructure, Developer Tooling, RPC",1700812961,mainnet,,
genadrop,Genadrop,"The No Code NFT Generative, Art Creator Tool & Minter.",https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/genadrop.jpg,"Dapp, BOS, NFT",1700812957,mainnet,,
fireblocks,Fireblocks,All-in-one platform for building your digital asset business.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/fireblocks.jpg,"Utilities, Asset Management",1700812957,mainnet,,
debank,DeBank,The leading DeFi portfolio tracker.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/debank.jpg,"Utilities, Analytics, Asset Management",1700812957,mainnet,,
pyth-network,Pyth network,Smarter data for smarter contracts.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Pyth-network.jpg,"Infrastructure, Analytics, Developer Tooling, Oracles",1700812957,mainnet,,
near-india,Near India,"Stay up to date on the latest news, events, and developments from the Ecosystem in India.",https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-india-hub.jpg,"Ecosystem Support, Community, Regional Hub",1700812957,mainnet,,
linkdrop,LinkDrop,Smart way to distribute your NFTs with claimable links & QR codes.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/linkdrop.jpg,Dapp,1700812957,mainnet,,
nightly-wallet,Nightly Wallet,"Cutting-edge, multichain crypto wallet.",https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Nightly-Wallet.jpg,"Infrastructure, Wallet",1700812957,mainnet,,
mailchain,Mailchain,Web3 Email & messaging for everyone.,https://indexer.nearcatalog.org/wp-content/uploads/2024/09/Mailchain.jpg,"Dapp, Social",1700812953,mainnet,,
metaweb-ventures,MetaWeb Ventures,MetaWeb.VC is a global crypto firm that invests in the future of web3,https://indexer.nearcatalog.org/wp-content/uploads/2025/05/MetaWeb-Ventures.jpg,"Ecosystem Support, Funding Node",1700812953,mainnet,,
pitchtalk,Pitchtalk,Launchpad platform for your ideas.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/pitchtalk.jpg,"Dapp, Community, Event, Launchpad",1700812953,mainnet,,
lunarcrush,LunarCrush,Invest smarter with insights from millions of conversations happening across social.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/lunarcrush.jpg,"Utilities, Analytics, Social",1700812953,mainnet,,
ready-layer-one,Ready Layer One,Crypto podcast that focuses on the NEAR ecosystem.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/ready-layer-one.jpg,"Ecosystem Support, DAO",1700812953,mainnet,,
proximity-labs,Proximity Labs,Empowering DeFi on NEAR and Aurora.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Proximity-Labs.jpg,"Ecosystem Support, Accelerator, Funding Node",1700812949,mainnet,0,proximity
near-balkans,NEAR Balkans,The Balkans regional hub for the NEAR community.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-balkans.jpg,"Ecosystem Support, BOS, Community, Regional Hub",1700812949,mainnet,,
bitgo,Bitgo,"BitGo provides the most secure and scalable solutions for the digital asset economy, offering regulated custody, borrowing and lending, and core infrastructure to investors and builders alike.",https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Bitgo.jpg,"Infrastructure, Custodian, Enterprise",1700812949,mainnet,,
near-mobile-app,Near Mobile Wallet,"Securely store, manage & transfer NEAR & other crypto on the go.",https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Near-Mobile-Wallet.jpg,"Infrastructure, Mobile, Wallet",1700812949,mainnet,,
near-tip-bot,NEAR Tip Bot,Building the blockchain dApp inside the messenger.,https://indexer.nearcatalog.org/wp-content/uploads/2024/10/NEAR-Tip-Bot.jpg,"Dapp, Bot, Payment, Social",1700812945,mainnet,,
near-insider,Near Insider,"Latest News, Insight, On-chain and Data analytics for NEAR ecosystem.",https://indexer.nearcatalog.org/wp-content/uploads/2024/12/Near-Insider.jpg,"Ecosystem Support, Education",1700812945,mainnet,0,near-insider
halborn-auditing,Halborn Auditing,"Halborn serves as your reputable partner to continuously assess an organization’s most vital assets, save time in your development lifecycle and provide world-class cybersecurity consulting and assessments every step of the way — far beyond smart contracts.",https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Halborn-Auditing.jpg,"Ecosystem Support, Security",1700812945,mainnet,0,chain-typing
lonk,LONK,"$LONK. 龍. Lonking, not shorting.",https://indexer.nearcatalog.org/wp-content/uploads/2025/01/LONK.jpg,"Dapp, DeFi, Memecoin",1703504183,mainnet,,
getblocks,Getblocks,Blockchain node infrastructure for building dApps.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Getblocks.jpg,"Infrastructure, Developer Tooling, Explorer, Indexer, RPC",1700812945,mainnet,0,getblock
free-code-camp,Free Code Camp,We're a community of millions of people who are building new skills and getting new jobs together.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Free-Code-Camp.jpg,"Ecosystem Support, Education",1700812945,mainnet,,
subquery,SubQuery,Universal Web3 data indexing toolkit.,https://indexer.nearcatalog.org/wp-content/uploads/2025/06/SubQuery.jpg,"Infrastructure, Developer Tooling, Indexer",1700812945,mainnet,,
hapi,HAPI,Onchain Cybersecurity Protocol for DeFi.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/hapi.jpg,"Ecosystem Support, Security",1700812941,mainnet,0,hapi
qstn,QSTN,"Redefining data, DeFi and NFTs on NEAR.",https://indexer.nearcatalog.org/wp-content/uploads/2025/07/QSTN.jpg,"Utilities, Analytics, Community, NFT",1700812941,mainnet,0,qstn
ref-analytics,Rhea Analytics,Data & Analytics on Rhea Finance.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/ref-analytics.jpg,"Utilities, Analytics, DeFi",1700812941,mainnet,0,ref-analytics
filebase,Filebase,Store data in seconds with full S3 compatibility.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/filebase.jpg,"Infrastructure, Storage",1700812941,mainnet,,
token-terminal,Token Terminal,Fundamentals for crypto/Web3.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/token-terminal.jpg,"Utilities, Analytics",1700812941,mainnet,,
open-forest-protocol,Open Forest Protocol,"The Open Forest Protocol is an open platform to transparently measure, verify and fund forestation projects.",https://indexer.nearcatalog.org/wp-content/uploads/2024/11/Open-Forest-Protocol.jpg,"Dapp, DeSci, RWA",1700812941,mainnet,0,open-forest-protocol
heroes,Heroes,"Connecting the best of Open Web projects, talents and investors.",https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Heroes.jpg,"Dapp, BOS, Bounty",1700812941,inactive,4835,heroes
near-docs,NEAR Docs,Starting point for all the documentations in NEAR.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-docs.jpg,"Utilities, Education",1700812941,mainnet,,
staking-rewards,Staking Rewards,Staking Explorer | Leading data provider for staking.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/staking-rewards.jpg,"Utilities, Analytics, Explorer, Validator",1700812941,mainnet,,
neko,NEKO,Meme coin and creator empowerment token on NEAR.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/NEKO.jpg,"Dapp, Memecoin, NFT",1700812949,mainnet,,
near-lands,NEAR Lands,Pixelated land game on NEAR.,https://indexer.nearcatalog.org/wp-content/uploads/2024/10/NEAR-Lands.jpg,"Dapp, Game, NFT",1700812936,mainnet,,
connect3,Connect3,Your gateway to the fabulous Web3 world.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/connect3.jpg,"Dapp, Social",1700812936,mainnet,,
near-nomicon,NEAR Nomicon,The Official NEAR Protocol Specifications and Standards.,https://indexer.nearcatalog.org/wp-content/uploads/2025/02/NEAR-Nomicon.jpg,"Other, Developer Support",1700812936,mainnet,,
dodo,DODO,Decentralized Trading Protocol for Web3.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/dodo.jpg,"Infrastructure, DEX",1700812936,mainnet,,
farm-me,Farm Me,RPG Farm game with a battle-to-survive element.,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Farm-Me.jpg,"Dapp, Game, NFT",1700812936,inactive,,
sputnik-dao,Astra++ DAO,Infra to create and fund DAOs,https://indexer.nearcatalog.org/wp-content/uploads/2025/07/Astra-DAO.jpg,"Infrastructure, DAO",1700812932,mainnet,68284,sputnikdao
math-wallet,MATH Wallet,World's First Insured Crypto Wallet.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/MATH-Wallet.jpg,"Infrastructure, Wallet",1700812932,mainnet,0,math-wallet
mynearwallet,MyNearWallet,"NEAR wallet to store, buy, send and stake assets for DeFi.",https://indexer.nearcatalog.org/wp-content/uploads/2025/01/MyNearWallet.jpg,"Infrastructure, Wallet",1700812932,mainnet,9767,mynearwallet
woo-x,Woo X,Trade Easier with Woo,https://indexer.nearcatalog.org/wp-content/uploads/2025/02/Woo-X.jpg,"Other, CEX",1700812932,mainnet,,
near-crowd,NEAR Crowd,Earn NEAR by performing simple tasks.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/NEAR-Crowd.jpg,"Dapp, AI",1700812932,inactive,0,nearcrowd
finoa,Finoa,Empowering institutions to safely engage with crypto.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/finoa.jpg,"Infrastructure, Custodian",1700812932,mainnet,,
daorecords,DAOrecords,Reinventing the Record Label to Democratize the Music Industry.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/daorecords.jpg,"Ecosystem Support, DAO, Music",1700812932,mainnet,,
defillama,DeFiLlama,Open and transparent DeFi TVL and analytics.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/defillama.jpg,"Utilities, Analytics, Data Availability",1700812932,mainnet,,
rainbow-bridge,Rainbow Bridge,"Transfer tokens between Ethereum, Aurora and NEAR.",https://indexer.nearcatalog.org/wp-content/uploads/2024/12/Rainbow-Bridge.jpg,"Infrastructure, Aurora, Bridge, DeFi",1700812932,mainnet,0,rainbow-bridge
near-social,Near Social,Social data protocol on NEAR.,https://indexer.nearcatalog.org/wp-content/uploads/2024/12/Near-Social.jpg,"Dapp, BOS, Social",1700812924,mainnet,9226,near-social
near-staking,NEAR-STAKING,See how decentralization is going on NEAR Network.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-staking.jpg,"Utilities, Analytics, Validator",1700812932,mainnet,,
wallet-connect,Wallet Connect,The communications protocol for Web3.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Wallet-Connect.jpg,"Utilities, Aurora, Developer Tooling, Wallet",1700812932,mainnet,0,walletconnect
near-foundation,NEAR Foundation,"We raise awareness, support projects, and work to provide a clear path to decentralization on NEAR.",https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-foundation.jpg,"Ecosystem Support, Funding Node",1700812932,mainnet,2247,near-foundation
electric-capital,Electric Capital,Crypto asset management firm.,https://indexer.nearcatalog.org/wp-content/uploads/2025/02/Electric-Capital.jpg,"Ecosystem Support, Funding Node",1700812928,mainnet,,
near-explorer,Near Explorer,NEAR blockchain explorer.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-explorer.jpg,"Infrastructure, Analytics, Explorer",1700812928,mainnet,,
alchemy-pay,Alchemy Pay,Hybrid crypto-fiat payment solutions.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/alchemy-pay.jpg,"Utilities, On/Off-Ramp, Payment",1700812928,mainnet,,
aurigami,Aurigami,"Lend, borrow, and earn with ease on Aurora.",https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/aurigami.jpg,"Dapp, Borrowing / Lending, DeFi",1700812924,mainnet,,
coin98-wallet,Coin98 Wallet,Using a Decentralized Wallet With Experiences of a Centralized One.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Coin98-Wallet.jpg,"Infrastructure, Mobile, Wallet",1700812924,mainnet,0,coin98-wallet
trust-wallet,Trust Wallet,Fast and secure Ethereum wallet that’s easy to use.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/Trust-Wallet.jpg,"Infrastructure, Wallet",1700812924,mainnet,0,trust-wallet
everstake,Everstake,Staking platform that specializes in PoS cryptocurrencies.,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/everstake.jpg,"Infrastructure, Validator",1700812924,mainnet,1652,everstake
near-examples,NEAR Examples,Check out these examples for inspiration!,https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/near-examples.jpg,"Utilities, Developer Tooling, Education",1700812924,mainnet,,
metamask,MetaMask,A crypto wallet & gateway to blockchain apps.,https://indexer.nearcatalog.org/wp-content/uploads/2025/01/MetaMask.jpg,"Infrastructure, Wallet",1700812920,mainnet,,
ipfs,IPFS,"A peer-to-peer hypermedia protocol to make the web faster, safer, and more open.",https://indexer.nearcatalog.org/wp-content/uploads/nearcatalog/ipfs.jpg,"Infrastructure, Developer Tooling, Storage",1700812920,mainnet,0,filecoin
near-protocol,NEAR Protocol,"The highly scalable, developer-friendly blockchain.",https://indexer.nearcatalog.org/wp-content/uploads/2024/12/near-icon.png,"Infrastructure, Chain Abstraction, Data Availability",1700812920,mainnet,,
graph,Graph,The Graph is a web3 protocol for organizing and accessing blockchain data,https://indexer.nearcatalog.org/wp-content/uploads/2024/08/Graph.jpg,"Utilities, Developer Tooling, Indexer",1700812920,mainnet,0,the-graph
